location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
#country+code,#meta+has_hrp,#meta+in_gho,#adm1+name+provider,#adm2+name+provider,#adm1+code,#adm1+name,#adm2+code,#adm2+name,#gender+code,#age+range,#age+min,#age+max,#population,#date+start,#date+end
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,m,60-64,60,64,244,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,m,65-69,65,69,139,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,m,70-74,70,74,88,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,m,75-79,75,79,86,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,m,80+,80,None,130,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,0-4,0,4,10200,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,5-9,5,9,13168,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,10-14,10,14,11984,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,15-19,15,19,10510,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,20-24,20,24,8229,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,25-29,25,29,8116,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,30-34,30,34,6039,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,35-39,35,39,3521,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,40-44,40,44,2829,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,45-49,45,49,2540,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,50-54,50,54,2166,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,55-59,55,59,1646,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,60-64,60,64,732,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,65-69,65,69,468,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,70-74,70,74,274,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,75-79,75,79,252,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wadi Salih,SD06,Central Darfur,SD06137,Wadi Salih,all,80+,80,None,344,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,all,None,None,79873,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,all,None,None,78634,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,all,None,None,158507,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,0-4,0,4,14846,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,5-9,5,9,11856,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,10-14,10,14,10375,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,15-19,15,19,8254,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,20-24,20,24,5888,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,25-29,25,29,5218,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,30-34,30,34,4816,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,35-39,35,39,4346,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,40-44,40,44,3616,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,45-49,45,49,2896,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,50-54,50,54,2206,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,55-59,55,59,1590,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,60-64,60,64,1530,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,65-69,65,69,989,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,70-74,70,74,665,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,75-79,75,79,415,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,f,80+,80,None,367,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,0-4,0,4,16209,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,5-9,5,9,11765,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,10-14,10,14,10303,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,15-19,15,19,7945,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,20-24,20,24,5449,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,25-29,25,29,5551,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,30-34,30,34,4922,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,35-39,35,39,3460,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,40-44,40,44,2675,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,45-49,45,49,2581,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,50-54,50,54,2229,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,55-59,55,59,1660,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,60-64,60,64,1446,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,65-69,65,69,983,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,70-74,70,74,668,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,75-79,75,79,424,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,m,80+,80,None,364,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,0-4,0,4,31055,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,5-9,5,9,23621,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,10-14,10,14,20678,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,15-19,15,19,16199,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,20-24,20,24,11337,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,25-29,25,29,10769,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,30-34,30,34,9738,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,35-39,35,39,7806,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,40-44,40,44,6291,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,45-49,45,49,5477,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,50-54,50,54,4435,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,55-59,55,59,3250,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,60-64,60,64,2976,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,65-69,65,69,1972,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,70-74,70,74,1333,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,75-79,75,79,839,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Wasat Jabal Marrah,SD06,Central Darfur,SD06139,Wasat Jabal Marrah,all,80+,80,None,731,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,all,None,None,101613,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,all,None,None,91999,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,all,None,None,193612,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,0-4,0,4,17831,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,5-9,5,9,14547,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,10-14,10,14,12795,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,15-19,15,19,11314,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,20-24,20,24,8605,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,25-29,25,29,7656,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,30-34,30,34,6274,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,35-39,35,39,4991,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,40-44,40,44,4313,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,45-49,45,49,3630,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,50-54,50,54,3126,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,55-59,55,59,2393,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,60-64,60,64,1577,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,65-69,65,69,1003,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,70-74,70,74,648,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,75-79,75,79,464,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,f,80+,80,None,446,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,0-4,0,4,17024,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,5-9,5,9,14241,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,10-14,10,14,12404,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,15-19,15,19,10416,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,20-24,20,24,7457,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,25-29,25,29,7416,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,30-34,30,34,6193,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,35-39,35,39,4025,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,40-44,40,44,2839,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,45-49,45,49,2431,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,50-54,50,54,2092,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,55-59,55,59,1703,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,60-64,60,64,1362,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,65-69,65,69,952,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,70-74,70,74,638,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,75-79,75,79,423,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,m,80+,80,None,383,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,0-4,0,4,34855,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,5-9,5,9,28788,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,10-14,10,14,25199,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,15-19,15,19,21730,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,20-24,20,24,16062,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,25-29,25,29,15072,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,30-34,30,34,12467,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,35-39,35,39,9016,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,40-44,40,44,7152,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,45-49,45,49,6061,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,50-54,50,54,5218,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,55-59,55,59,4096,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,60-64,60,64,2939,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,65-69,65,69,1955,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,70-74,70,74,1286,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,75-79,75,79,887,2024-01-01,2024-12-31
SDN,True,True,Central Darfur,Zalingi,SD06,Central Darfur,SD06138,Zalingi,all,80+,80,None,829,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,all,None,None,94365,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,all,None,None,94607,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,all,None,None,188972,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,0-4,0,4,15871,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,5-9,5,9,12470,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,10-14,10,14,11810,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,15-19,15,19,11300,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,20-24,20,24,7943,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,25-29,25,29,6082,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,30-34,30,34,5535,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,35-39,35,39,5701,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,40-44,40,44,5034,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,45-49,45,49,3863,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,50-54,50,54,2798,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,55-59,55,59,1922,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,60-64,60,64,1554,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,65-69,65,69,1096,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,70-74,70,74,671,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,75-79,75,79,394,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,f,80+,80,None,321,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,0-4,0,4,15921,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,5-9,5,9,12249,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,10-14,10,14,11472,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,15-19,15,19,10820,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,20-24,20,24,7587,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,25-29,25,29,7692,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,30-34,30,34,6246,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,35-39,35,39,4784,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,40-44,40,44,4238,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,45-49,45,49,3858,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,50-54,50,54,3038,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,55-59,55,59,2179,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,60-64,60,64,1703,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,65-69,65,69,1154,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,70-74,70,74,756,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,75-79,75,79,517,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,m,80+,80,None,393,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,0-4,0,4,31792,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,5-9,5,9,24719,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,10-14,10,14,23282,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,15-19,15,19,22120,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,20-24,20,24,15530,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,25-29,25,29,13774,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,30-34,30,34,11781,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,35-39,35,39,10485,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,40-44,40,44,9272,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,45-49,45,49,7721,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,50-54,50,54,5836,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,55-59,55,59,4101,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,60-64,60,64,3257,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,65-69,65,69,2250,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,70-74,70,74,1427,2024-01-01,2024-12-31
SDN,True,True,East Darfur,Abu Jabrah,SD05,East Darfur,SD05140,Abu Jabrah,all,75-79,75,79,911,2024-01-01,2024-12-31
